0.00,0.00
-0.01,-0.01
-0.01,-0.02
-0.02,-0.03
-0.02,-0.03
-0.02,-0.04
-0.02,-0.05
-0.03,-0.06
-0.03,-0.07
-0.02,-0.08
-0.02,-0.09
-0.02,-0.10
-0.01,-0.11
-0.01,-0.12
-0.00,-0.13
0.00,-0.14
0.01,-0.14
0.02,-0.15
0.03,-0.15
0.04,-0.16
0.04,-0.16
0.05,-0.17
0.06,-0.17
0.07,-0.17
0.08,-0.17
0.09,-0.17
0.10,-0.16
0.11,-0.16
0.12,-0.16
0.13,-0.15
0.14,-0.14
0.15,-0.14
0.15,-0.13
0.16,-0.13
0.17,-0.12
0.18,-0.11
0.19,-0.11
0.19,-0.10
0.20,-0.10
0.21,-0.09
0.22,-0.09
0.23,-0.08
0.24,-0.08
0.25,-0.08
0.26,-0.07
0.27,-0.07
0.28,-0.06
0.29,-0.06
0.30,-0.06
0.30,-0.05
0.31,-0.05
0.32,-0.05
0.33,-0.05
0.34,-0.04
0.35,-0.04
0.36,-0.04
0.37,-0.04
0.38,-0.04
0.39,-0.03
0.40,-0.03
0.41,-0.03
0.42,-0.03
0.43,-0.03
0.44,-0.03
0.45,-0.02
0.46,-0.02
0.47,-0.02
0.48,-0.02
0.49,-0.02
0.50,-0.02
0.51,-0.02
0.52,-0.02
0.53,-0.02
0.54,-0.02
0.55,-0.01
0.56,-0.01
0.57,-0.01
0.58,-0.01
0.59,-0.01
0.60,-0.01
0.61,-0.01
0.62,-0.01
0.63,-0.01
0.64,-0.01
0.65,-0.01
0.66,-0.01
0.67,-0.01
0.68,-0.01
0.69,-0.01
0.70,-0.01
0.71,-0.01
0.72,-0.01
0.73,-0.01
0.74,-0.01
0.75,-0.00
0.76,-0.00
0.77,-0.00
0.78,-0.00
0.79,-0.00
0.80,-0.00
0.81,-0.00
0.82,-0.00
0.83,-0.00
0.84,-0.00
0.85,0.00
0.86,0.00
0.87,0.01
0.88,0.01
0.89,0.01
0.90,0.02
0.90,0.03
0.91,0.03
0.92,0.04
0.93,0.05
0.93,0.05
0.94,0.06
0.95,0.07
0.95,0.08
0.95,0.09
0.96,0.10
0.96,0.10
0.97,0.11
0.97,0.12
0.97,0.13
0.98,0.14
0.98,0.15
0.98,0.16
0.98,0.17
0.98,0.18
0.99,0.19
0.99,0.20
0.99,0.21
0.99,0.22
0.99,0.23
0.99,0.24
0.99,0.25
0.99,0.26
0.99,0.27
0.99,0.28
1.00,0.29
1.00,0.30
1.00,0.31
1.00,0.32
1.00,0.33
1.00,0.34
1.00,0.35
1.00,0.36
1.00,0.37
1.00,0.38
1.00,0.39
1.00,0.40
-0.01,-0.01
-0.01,-0.02
-0.02,-0.03
-0.02,-0.03
-0.02,-0.04
-0.02,-0.05
-0.03,-0.06
-0.03,-0.07
-0.02,-0.08
-0.02,-0.09
-0.02,-0.10
-0.01,-0.11
-0.01,-0.12
-0.00,-0.13
0.00,-0.14
0.01,-0.14
0.02,-0.15
0.03,-0.15
0.04,-0.16
0.04,-0.16
0.05,-0.17
0.06,-0.17
0.07,-0.17
0.08,-0.17
0.09,-0.17
0.10,-0.16
0.11,-0.16
0.12,-0.16
0.13,-0.15
0.14,-0.15
0.15,-0.14
0.16,-0.14
0.17,-0.13
0.17,-0.13
0.18,-0.12
0.19,-0.12
0.20,-0.11
0.21,-0.11
0.22,-0.11
0.23,-0.10
0.24,-0.10
0.25,-0.09
0.26,-0.09
0.27,-0.09
0.28,-0.08
0.29,-0.08
0.30,-0.08
0.30,-0.08
0.31,-0.07
0.32,-0.07
0.33,-0.07
0.34,-0.07
0.35,-0.06
0.36,-0.06
0.37,-0.06
0.38,-0.06
0.39,-0.05
0.40,-0.05
0.41,-0.05
0.42,-0.05
0.43,-0.05
0.44,-0.04
0.45,-0.04
0.46,-0.04
0.47,-0.04
0.48,-0.04
0.49,-0.04
0.50,-0.04
0.51,-0.03
0.52,-0.03
0.53,-0.03
0.54,-0.03
0.55,-0.03
0.56,-0.03
0.57,-0.03
0.58,-0.03
0.59,-0.03
0.60,-0.02
0.61,-0.02
0.62,-0.02
0.63,-0.02
0.64,-0.02
0.65,-0.02
0.66,-0.02
0.67,-0.02
0.68,-0.02
0.69,-0.02
0.70,-0.02
0.71,-0.02
0.72,-0.02
0.73,-0.02
0.74,-0.01
0.75,-0.01
0.76,-0.01
0.77,-0.01
0.78,-0.01
0.79,-0.01
0.80,-0.00
0.81,0.00
0.82,0.00
0.83,0.01
0.83,0.01
0.84,0.02
0.85,0.02
0.86,0.03
0.87,0.04
0.88,0.04
0.88,0.05
0.89,0.06
0.90,0.06
0.90,0.07
0.91,0.08
0.91,0.09
0.92,0.10
0.93,0.10
0.93,0.11
0.93,0.12
0.94,0.13
0.94,0.14
0.95,0.15
0.95,0.16
0.95,0.17
0.96,0.18
0.96,0.19
0.96,0.20
0.96,0.21
0.97,0.22
0.97,0.23
0.97,0.24
0.97,0.25
0.98,0.26
0.98,0.27
0.98,0.28
0.98,0.29
0.98,0.30
0.98,0.31
0.98,0.32
0.98,0.33
0.99,0.34
0.99,0.34
0.99,0.35
0.99,0.36
0.99,0.37
0.99,0.38
0.99,0.39
0.99,0.40
0.99,0.41
0.99,0.42
0.99,0.43
0.99,0.44
0.99,0.45
-0.01,-0.02
-0.02,-0.03
-0.02,-0.03
-0.02,-0.04
-0.02,-0.05
-0.03,-0.06
-0.03,-0.07
-0.02,-0.08
-0.02,-0.09
-0.02,-0.10
-0.01,-0.11
-0.01,-0.12
-0.00,-0.13
0.00,-0.14
0.01,-0.14
0.02,-0.15
0.03,-0.15
0.04,-0.16
0.04,-0.16
0.05,-0.17
0.06,-0.17
0.07,-0.17
0.08,-0.17
0.09,-0.17
0.10,-0.16
0.11,-0.16
0.12,-0.16
0.13,-0.15
0.14,-0.14
0.15,-0.14
0.15,-0.13
0.16,-0.12
0.17,-0.12
0.18,-0.11
0.18,-0.11
0.19,-0.10
0.20,-0.09
0.21,-0.09
0.22,-0.08
0.23,-0.08
0.24,-0.08
0.25,-0.07
0.25,-0.07
0.26,-0.06
0.27,-0.06
0.28,-0.06
0.29,-0.05
0.30,-0.05
0.31,-0.05
0.32,-0.04
0.33,-0.04
0.34,-0.04
0.35,-0.04
0.36,-0.04
0.37,-0.03
0.38,-0.03
0.39,-0.03
0.40,-0.03
0.41,-0.03
0.42,-0.02
