2.00,0.00,-1.57
2.00,-0.01,-1.67
2.00,-0.02,-1.77
1.99,-0.03,-1.87
1.99,-0.04,-1.97
1.99,-0.05,-2.06
1.98,-0.06,-2.16
1.97,-0.06,-2.26
1.97,-0.07,-2.36
1.96,-0.08,-2.45
1.95,-0.08,-2.55
1.94,-0.09,-2.65
1.93,-0.09,-2.74
1.92,-0.09,-2.83
1.91,-0.10,-2.92
1.90,-0.10,-3.01
1.89,-0.10,-3.09
1.88,-0.10,3.13
1.87,-0.10,3.11
1.86,-0.10,3.01
1.85,-0.09,2.91
1.84,-0.09,2.81
1.84,-0.09,2.71
1.83,-0.08,2.61
1.82,-0.08,2.51
1.81,-0.07,2.41
1.80,-0.06,2.51
1.79,-0.06,2.58
1.79,-0.05,2.58
1.78,-0.05,2.59
1.77,-0.04,2.59
1.76,-0.04,2.59
1.75,-0.03,2.59
1.74,-0.03,2.59
1.73,-0.02,2.59
1.73,-0.02,2.59
1.72,-0.01,2.59
1.71,-0.01,2.60
1.70,-0.00,2.69
1.69,0.00,2.77
1.68,0.01,2.86
1.67,0.01,2.93
1.66,0.01,2.99
1.65,0.01,3.03
1.64,0.01,3.04
1.63,0.01,3.05
1.62,0.01,3.05
1.61,0.01,3.05
1.60,0.01,3.05
1.59,0.02,3.05
1.58,0.02,3.05
1.57,0.02,3.05
1.56,0.02,3.04
1.55,0.02,3.04
1.54,0.02,3.04
1.53,0.02,3.04
1.52,0.02,3.04
1.51,0.02,3.04
1.50,0.02,3.04
1.49,0.03,3.04
1.48,0.03,3.04
1.47,0.03,3.04
1.46,0.03,3.04
1.45,0.03,3.04
1.44,0.03,3.03
1.43,0.03,3.03
1.42,0.03,3.03
1.41,0.03,3.03
1.40,0.04,3.03
1.39,0.04,3.03
1.38,0.04,3.02
1.37,0.04,3.02
1.36,0.04,3.02
1.35,0.04,3.02
1.34,0.04,3.01
1.33,0.04,3.01
1.32,0.05,3.01
1.31,0.05,3.00
1.30,0.05,3.00
1.29,0.05,2.99
1.28,0.05,2.99
1.27,0.05,2.98
1.26,0.05,2.98
1.25,0.06,2.97
1.24,0.06,2.96
1.23,0.06,2.96
1.22,0.06,2.95
1.22,0.06,2.94
1.21,0.07,2.93
1.20,0.07,2.92
1.19,0.07,2.91
1.18,0.07,2.90
1.17,0.08,2.89
1.16,0.08,2.88
1.15,0.08,2.87
1.14,0.08,2.87
1.13,0.09,2.86
1.12,0.09,2.85
1.11,0.09,2.85
1.10,0.09,2.85
1.09,0.10,2.86
1.08,0.10,2.87
1.07,0.10,2.88
1.06,0.10,2.91
1.05,0.11,2.94
1.04,0.11,2.97
1.03,0.11,3.02
1.02,0.11,3.07
1.01,0.11,3.12
1.00,0.11,-3.10
0.99,0.11,-3.03
0.98,0.11,-2.96
0.97,0.10,-2.88
0.96,0.10,-2.80
0.95,0.10,-2.72
0.94,0.09,-2.63
0.94,0.09,-2.54
0.93,0.08,-2.46
0.92,0.07,-2.37
0.91,0.07,-2.28
0.91,0.06,-2.38
0.90,0.05,-2.48
0.89,0.05,-2.57
0.88,0.04,-2.66
0.87,0.04,-2.66
0.86,0.03,-2.66
0.86,0.03,-2.66
0.85,0.02,-2.66
0.84,0.02,-2.66
0.83,0.02,-2.66
0.82,0.01,-2.66
0.81,0.01,-2.66
0.80,0.00,-2.76
0.79,-0.00,-2.86
0.78,-0.00,-2.96
0.77,-0.00,-3.06
0.76,-0.00,3.12
0.75,-0.00,3.09
0.74,-0.00,3.09
0.73,-0.00,3.09
0.72,-0.00,3.09
0.71,-0.00,3.09
0.70,-0.00,3.09
0.69,-0.00,3.14
0.68,-0.00,3.14
0.67,-0.00,3.14
0.66,-0.00,3.14
0.65,-0.00,3.14
0.64,-0.00,3.14
0.63,-0.00,3.14
0.62,-0.00,3.14
0.61,-0.00,3.14
0.60,-0.00,3.14
0.59,-0.00,3.14
0.58,-0.00,3.14
0.57,-0.00,3.14
0.56,-0.00,3.14
0.55,-0.00,3.14
0.54,-0.00,3.14
0.53,-0.00,3.14
0.52,-0.00,3.14
0.51,-0.00,3.14
0.50,-0.00,3.14
0.49,-0.00,3.14
0.48,-0.00,3.14
0.47,-0.00,3.14
0.46,-0.00,3.14
0.45,-0.00,3.14
0.44,-0.00,3.14
0.43,-0.00,3.14
0.42,-0.00,3.14
0.41,-0.00,3.14
0.40,-0.00,3.14
0.39,-0.00,3.14
0.38,-0.00,3.14
0.37,-0.00,3.14
0.36,-0.00,3.14
0.35,-0.00,3.14
0.34,-0.00,3.14
0.33,-0.00,3.14
0.32,-0.00,3.14
0.31,-0.00,3.14
0.30,-0.00,3.14
0.29,-0.00,3.14
0.28,-0.00,3.14
0.27,-0.00,3.14
0.26,-0.00,3.14
0.25,-0.00,3.14
0.24,-0.00,3.14
0.23,-0.00,3.14
0.22,-0.00,3.14
0.21,-0.00,3.14
0.20,-0.00,3.14
0.19,-0.00,3.14
0.18,-0.00,3.14
0.17,-0.00,3.14
0.16,-0.00,3.14
0.15,-0.00,3.14
0.14,-0.00,3.14
0.13,-0.00,3.14
0.12,-0.00,3.14
0.11,-0.00,3.14
0.10,-0.00,3.14
0.09,-0.00,3.14
0.08,-0.00,3.14
0.07,-0.00,3.14
0.06,-0.00,3.14
0.05,-0.00,3.14
0.04,-0.00,3.14
0.03,-0.00,3.14
0.02,-0.00,3.14
