0.00,0.00,-2.35
-0.01,-0.01,-2.25
-0.01,-0.02,-2.15
-0.02,-0.03,-2.05
-0.02,-0.03,-1.95
-0.02,-0.04,-1.85
-0.02,-0.05,-1.75
-0.03,-0.06,-1.65
-0.03,-0.07,-1.55
-0.02,-0.08,-1.45
-0.02,-0.09,-1.35
-0.02,-0.10,-1.25
-0.01,-0.11,-1.15
-0.01,-0.12,-1.05
-0.00,-0.13,-0.95
0.00,-0.14,-0.85
0.01,-0.14,-0.76
0.02,-0.15,-0.66
0.03,-0.15,-0.56
0.04,-0.16,-0.46
0.04,-0.16,-0.36
0.05,-0.17,-0.26
0.06,-0.17,-0.16
0.07,-0.17,-0.06
0.08,-0.17,0.04
0.09,-0.17,0.14
0.10,-0.16,0.24
0.11,-0.16,0.34
0.12,-0.16,0.44
0.13,-0.15,0.54
0.14,-0.14,0.64
0.15,-0.14,0.74
0.15,-0.13,0.84
0.16,-0.12,0.94
0.16,-0.11,1.04
0.17,-0.10,1.14
0.17,-0.09,1.24
0.17,-0.09,1.28
0.18,-0.08,1.28
0.18,-0.07,1.28
0.18,-0.06,1.18
0.19,-0.05,1.08
0.19,-0.04,0.98
0.20,-0.03,0.88
0.21,-0.03,0.78
0.22,-0.02,0.68
0.22,-0.01,0.58
0.23,-0.01,0.48
0.24,-0.01,0.38
0.25,-0.00,0.28
0.26,-0.00,0.18
0.27,0.00,0.08
0.28,0.00,-0.00
0.29,0.00,-0.00
0.30,0.00,-0.00
0.31,0.00,-0.00
0.32,0.00,-0.00
0.33,0.00,-0.00
0.34,0.00,-0.00
0.35,0.00,-0.00
0.36,0.00,-0.00
0.37,0.00,-0.00
0.38,0.00,-0.00
0.39,0.00,-0.00
0.40,0.00,-0.00
0.41,0.00,-0.00
0.42,0.00,-0.00
0.43,0.00,-0.00
0.44,0.00,-0.00
0.45,0.00,-0.00
0.46,0.00,-0.00
0.47,0.00,-0.00
0.48,0.00,-0.00
0.49,0.00,-0.00
0.50,0.00,-0.00
0.51,0.00,-0.00
0.52,0.00,-0.00
0.53,0.00,-0.00
0.54,0.00,-0.00
0.55,0.00,-0.00
0.56,0.00,-0.00
0.57,0.00,-0.00
0.58,0.00,-0.00
0.59,0.00,-0.00
0.60,0.00,-0.00
0.61,0.00,-0.00
0.62,0.00,-0.00
0.63,0.00,-0.00
0.64,0.00,-0.00
0.65,0.00,-0.00
0.66,0.00,-0.00
0.67,0.00,-0.00
0.68,0.00,-0.00
0.69,0.00,-0.00
0.70,0.00,-0.00
0.71,0.00,-0.00
0.72,0.00,-0.00
0.73,0.00,-0.00
0.74,0.00,-0.00
0.75,0.00,-0.00
0.76,0.00,-0.00
0.77,0.00,-0.00
0.78,0.00,-0.00
0.79,0.00,-0.00
0.80,0.00,-0.00
0.81,0.00,-0.00
0.82,0.00,-0.00
0.83,0.00,-0.00
0.84,0.00,-0.00
0.85,0.00,-0.00
0.86,0.00,-0.00
0.87,0.00,-0.00
0.88,0.00,-0.00
0.89,0.00,0.10
0.90,0.00,0.20
0.91,0.01,0.30
0.92,0.01,0.40
0.93,0.01,0.50
0.94,0.02,0.60
0.94,0.03,0.70
0.95,0.03,0.80
0.96,0.04,0.90
0.96,0.05,0.95
0.97,0.06,0.95
0.97,0.07,1.04
0.98,0.08,1.14
0.98,0.09,1.24
0.98,0.09,1.34
0.99,0.10,1.42
0.99,0.11,1.42
0.99,0.12,1.42
0.99,0.13,1.42
0.99,0.14,1.42
0.99,0.15,1.42
0.99,0.16,1.52
0.99,0.17,1.52
0.99,0.18,1.52
0.99,0.19,1.52
1.00,0.20,1.52
1.00,0.21,1.52
1.00,0.22,1.52
1.00,0.23,1.52
1.00,0.24,1.52
1.00,0.25,1.52
1.00,0.26,1.56
1.00,0.27,1.56
1.00,0.28,1.56
1.00,0.29,1.56
1.00,0.30,1.56
1.00,0.31,1.56
1.00,0.32,1.56
1.00,0.33,1.56
1.00,0.34,1.56
1.00,0.35,1.56
1.00,0.36,1.57
1.00,0.37,1.57
1.00,0.38,1.57
1.00,0.39,1.57
1.00,0.40,1.57
1.00,0.41,1.57
1.00,0.42,1.57
1.00,0.43,1.57
1.00,0.44,1.57
1.00,0.45,1.57
1.00,0.46,1.57
1.00,0.47,1.57
1.00,0.48,1.57
1.00,0.49,1.57
1.00,0.50,1.57
1.00,0.51,1.57
1.00,0.52,1.57
1.00,0.53,1.57
1.00,0.54,1.57
1.00,0.55,1.57
1.00,0.56,1.57
1.00,0.57,1.57
1.00,0.58,1.57
1.00,0.59,1.57
1.00,0.60,1.57
1.00,0.61,1.57
1.00,0.62,1.57
1.00,0.63,1.57
1.00,0.64,1.57
1.00,0.65,1.57
1.00,0.66,1.57
1.00,0.67,1.57
1.00,0.68,1.57
1.00,0.69,1.57
1.00,0.70,1.57
1.00,0.71,1.57
1.00,0.72,1.57
1.00,0.73,1.57
1.00,0.74,1.57
1.00,0.75,1.57
1.00,0.76,1.57
1.00,0.77,1.57
1.00,0.78,1.57
1.00,0.79,1.57
1.00,0.80,1.57
1.00,0.81,1.57
1.00,0.82,1.57
1.00,0.83,1.57
1.00,0.84,1.57
1.00,0.85,1.57
1.00,0.86,1.47
1.00,0.87,1.37
1.01,0.88,1.27
1.01,0.89,1.37
1.01,0.90,1.27
1.01,0.91,1.17
1.02,0.92,1.07
1.03,0.93,0.97
1.03,0.94,0.87
1.04,0.94,0.77
1.05,0.95,0.74
1.05,0.96,0.74
1.06,0.96,0.74
1.07,0.97,0.74
1.08,0.98,0.74
1.08,0.98,0.74
1.09,0.99,0.64
1.10,1.00,0.54
1.11,1.00,0.45
1.12,1.00,0.35
1.13,1.01,0.25
1.14,1.01,0.15
1.15,1.01,0.05
1.16,1.01,-0.05
1.17,1.01,-0.15
1.18,1.00,-0.16
1.19,1.00,-0.16
1.20,1.00,-0.16
1.21,1.00,-0.06
1.22,1.00,0.00
1.23,1.00,0.00
1.24,1.00,0.00
1.25,1.00,0.00
1.26,1.00,0.00
1.27,1.00,0.00
1.28,1.00,0.00
1.29,1.00,0.00
1.30,1.00,0.00
1.31,1.00,0.00
1.32,1.00,0.00
1.33,1.00,0.00
1.34,1.00,0.00
1.35,1.00,0.00
1.36,1.00,0.00
1.37,1.00,0.00
1.38,1.00,0.00
1.39,1.00,0.00
1.40,1.00,0.00
1.41,1.00,0.00
1.42,1.00,0.00
1.43,1.00,0.00
1.44,1.00,0.00
1.45,1.00,0.00
1.46,1.00,0.00
1.47,1.00,0.00
1.48,1.00,0.00
1.49,1.00,0.00
1.50,1.00,0.00
1.51,1.00,0.00
1.52,1.00,0.00
1.53,1.00,0.00
1.54,1.00,0.00
1.55,1.00,0.00
1.56,1.00,0.00
1.57,1.00,0.00
1.58,1.00,0.00
1.59,1.00,0.00
1.60,1.00,0.00
1.61,1.00,0.00
1.62,1.00,0.00
1.63,1.00,0.00
1.64,1.00,0.00
1.65,1.00,0.00
1.66,1.00,0.00
1.67,1.00,0.00
1.68,1.00,0.00
1.69,1.00,0.00
1.70,1.00,0.00
1.71,1.00,0.00
1.72,1.00,0.00
1.73,1.00,0.00
1.74,1.00,0.00
1.75,1.00,0.00
1.76,1.00,0.00
1.77,1.00,0.00
1.78,1.00,0.00
1.79,1.00,0.00
1.80,1.00,0.00
1.81,1.00,0.00
1.82,1.00,0.00
1.83,1.00,0.00
1.84,1.00,0.00
1.85,1.00,0.00
1.86,1.00,0.00
1.87,1.00,0.00
1.88,1.00,0.00
1.89,1.00,0.00
